Level,Region,Dataset,Kind,Period,18/19,19/20,20/21,21/22,22/23,23/24,24/25,25/26,26/27
state,RO,Anidro Estoque E.Disp,stock,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Disp,stock,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,May (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Estoque E.Fisico,stock,Aug (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Aug (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Sep (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Sep (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Oct (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Oct (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Estoque E.Fisico,stock,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Producao,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Producao,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Distrib,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Distrib,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas M.Ext,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas M.Ext,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Anidro Saidas Outras,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Anidro Saidas Outras,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Cana,flow,Apr (1),0,2349,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,Apr (2),0,1767,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,May (1),0,2912,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,May (2),0,4626,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,Jun (1),0,5980,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,Jul (1),460,10588,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,Jul (2),3365,4669,0,0,0,0,0.0,0,0.0
state,RO,Cana,flow,Aug (1),2673,8335,0,0,0,0,0.0,0,
state,RO,Cana,flow,Aug (2),3087,6271,0,0,0,0,0.0,0,
state,RO,Cana,flow,Sep (1),3057,4635,0,0,0,0,0.0,0,
state,RO,Cana,flow,Sep (2),4064,6811,0,0,0,0,0.0,0,
state,RO,Cana,flow,Oct (1),2483,6086,0,0,0,0,0.0,0,
state,RO,Cana,flow,Oct (2),3222,5086,0,0,0,0,0.0,0,
state,RO,Cana,flow,Nov (1),3334,4852,0,0,0,0,0.0,0,
state,RO,Cana,flow,Nov (2),1495,4293,0,0,0,0,0.0,0,
state,RO,Cana,flow,Dec (1),986,3509,0,0,0,0,0.0,0,
state,RO,Cana,flow,Dec (2),555,2264,0,0,0,0,0.0,0,
state,RO,Cana,flow,Jan (1),0,1272,0,0,0,0,0.0,0,
state,RO,Cana,flow,Jan (2),0,114,0,0,0,0,0.0,0,
state,RO,Cana,flow,Feb (1),1370,0,0,0,0,0,0.0,0,
state,RO,Cana,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Cana,flow,Mar (1),461,0,0,0,0,0,0.0,0,
state,RO,Cana,flow,Mar (2),526,0,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Apr (1),0,141,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,Apr (2),0,92,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,May (1),0,151,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,May (2),0,241,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,Jun (1),0,359,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,Jul (1),0,566,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,Jul (2),131,247,0,0,0,0,0.0,0,0.0
state,RO,Etanol Total,flow,Aug (1),223,467,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Aug (2),189,326,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Sep (1),148,259,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Sep (2),222,354,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Oct (1),117,316,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Oct (2),123,269,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Nov (1),161,252,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Nov (2),30,223,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Dec (1),25,176,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Dec (2),22,118,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Jan (1),0,61,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Jan (2),0,5,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Feb (1),33,0,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Mar (1),55,0,0,0,0,0,0.0,0,
state,RO,Etanol Total,flow,Mar (2),24,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Apr (1),7,37,14,0,0,14,0.0,0,0.0
state,RO,Hidratado Entradas,flow,Apr (2),0,0,0,0,14,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,May (1),0,0,0,14,0,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Entradas,flow,Aug (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Aug (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Sep (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Sep (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Oct (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Oct (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Nov (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Nov (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Dec (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Dec (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Jan (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Mar (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Entradas,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Apr (1),0,177,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,Apr (2),0,84,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,May (1),0,112,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,May (2),0,17,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,Jun (1),0,256,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,Jun (2),0,256,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,Jul (1),0,99,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,Jul (2),0,39,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Disp,stock,Aug (1),0,77,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Aug (2),69,42,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Sep (1),7,44,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Sep (2),48,23,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Oct (1),24,62,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Oct (2),16,0,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Nov (1),72,10,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Nov (2),69,3,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Dec (1),28,0,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Dec (2),47,8,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Jan (1),47,9,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Jan (2),47,14,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Feb (1),47,14,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Feb (2),79,14,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Mar (1),13,14,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Disp,stock,Mar (2),37,14,0,0,0,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Apr (1),7,177,14,0,0,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,Apr (2),7,84,14,0,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,May (1),7,112,14,14,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,May (2),7,17,14,14,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,Jun (1),7,256,14,14,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,Jun (2),7,256,14,14,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,Jul (1),7,99,14,14,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,Jul (2),138,39,14,14,14,0,0.0,0,0.0
state,RO,Hidratado Estoque E.Fisico,stock,Aug (1),71,77,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Aug (2),69,42,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Sep (1),7,44,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Sep (2),48,23,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Oct (1),24,62,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Oct (2),16,0,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Nov (1),72,10,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Nov (2),69,3,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Dec (1),28,0,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Dec (2),47,8,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Jan (1),47,9,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Jan (2),47,14,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Feb (1),79,14,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Feb (2),79,14,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Mar (1),13,14,14,14,14,0,0.0,0,
state,RO,Hidratado Estoque E.Fisico,stock,Mar (2),37,14,14,14,14,0,0.0,0,
state,RO,Hidratado Producao,flow,Apr (1),0,141,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,Apr (2),0,92,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,May (1),0,151,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,May (2),0,241,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,Jun (1),0,359,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,Jul (1),0,566,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,Jul (2),131,247,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Producao,flow,Aug (1),223,467,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Aug (2),189,326,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Sep (1),148,259,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Sep (2),222,354,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Oct (1),117,316,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Oct (2),123,269,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Nov (1),161,252,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Nov (2),30,223,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Dec (1),25,176,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Dec (2),22,118,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Jan (1),0,61,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Jan (2),0,5,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Feb (1),33,0,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Mar (1),55,0,0,0,0,0,0.0,0,
state,RO,Hidratado Producao,flow,Mar (2),24,0,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,Apr (2),0,185,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,May (1),0,123,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,May (2),0,334,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,Jun (1),0,119,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,Jul (1),0,722,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,Jul (2),0,306,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas Distrib,flow,Aug (1),290,428,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Aug (2),185,361,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Sep (1),210,256,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Sep (2),179,373,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Oct (1),140,277,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Oct (2),123,330,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Nov (1),103,242,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Nov (2),30,227,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Dec (1),62,178,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Dec (2),0,108,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Jan (1),0,59,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Jan (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Feb (1),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Feb (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Mar (1),121,0,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas Distrib,flow,Mar (2),0,0,0,0,0,0,0.0,0,
state,RO,Hidratado Saidas M.Ext,flow,Apr (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,Apr (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,May (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,May (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,Jun (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,Jun (2),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,Jul (1),0,0,0,0,0,0,0.0,0,0.0
state,RO,Hidratado Saidas M.Ext,flow,Jul (2),0,0,0,0,0,0,0.0,0,0.0
